product_id,brand,product_name,category,original_price,stock,customer_type,negotiation_round,festival_sale,minimum_acceptable_price
P003,Apple,MacBook Air M4,Laptop,110000,11,Premium,1,0,104744
P003,Apple,MacBook Air M4,Laptop,110000,82,Returning,2,1,96653
P008,Canon,Canon EOS R50,Camera,75000,89,Premium,1,1,62541
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,42,Returning,1,0,84673
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,49,Premium,3,0,81545
P005,Sony,Sony WH-1000XM6,Headphones,32000,55,Returning,1,0,27353
P005,Sony,Sony WH-1000XM6,Headphones,32000,93,Premium,3,0,25636
P007,Dell,Dell XPS 13,Laptop,120000,15,New,3,1,109010
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,66,Premium,1,0,137483
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,61,New,2,1,136264
P003,Apple,MacBook Air M4,Laptop,110000,36,Premium,3,0,99119
P007,Dell,Dell XPS 13,Laptop,120000,24,Premium,2,1,103905
P007,Dell,Dell XPS 13,Laptop,120000,27,New,2,0,108981
P005,Sony,Sony WH-1000XM6,Headphones,32000,60,Premium,3,1,24879
P004,Sony,PlayStation 5,Gaming Console,55000,29,New,3,1,48676
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,79,Returning,3,1,80852
P007,Dell,Dell XPS 13,Laptop,120000,82,Premium,2,1,101987
P009,Apple,iPad Air M3,Tablet,65000,2,Returning,2,1,59654
P008,Canon,Canon EOS R50,Camera,75000,20,Returning,3,1,63465
P009,Apple,iPad Air M3,Tablet,65000,90,New,3,1,56311
P007,Dell,Dell XPS 13,Laptop,120000,5,Premium,3,0,109346
P008,Canon,Canon EOS R50,Camera,75000,72,Returning,1,0,67015
P009,Apple,iPad Air M3,Tablet,65000,48,Returning,2,1,57812
P008,Canon,Canon EOS R50,Camera,75000,4,New,3,0,68389
P006,Apple,Apple Watch Series 10,Smartwatch,50000,73,Returning,2,0,45269
P005,Sony,Sony WH-1000XM6,Headphones,32000,72,Premium,2,0,26124
P009,Apple,iPad Air M3,Tablet,65000,17,Returning,3,0,60049
P007,Dell,Dell XPS 13,Laptop,120000,28,New,1,1,107682
P003,Apple,MacBook Air M4,Laptop,110000,99,Premium,2,1,95560
P004,Sony,PlayStation 5,Gaming Console,55000,54,Premium,2,1,48688
P006,Apple,Apple Watch Series 10,Smartwatch,50000,81,New,3,1,43014
P009,Apple,iPad Air M3,Tablet,65000,69,Returning,1,1,58506
P008,Canon,Canon EOS R50,Camera,75000,37,Returning,1,0,66659
P005,Sony,Sony WH-1000XM6,Headphones,32000,1,Premium,2,1,26731
P003,Apple,MacBook Air M4,Laptop,110000,88,New,2,1,98397
P007,Dell,Dell XPS 13,Laptop,120000,53,New,3,0,108133
P004,Sony,PlayStation 5,Gaming Console,55000,18,Premium,3,0,50713
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,94,Returning,1,1,132924
P004,Sony,PlayStation 5,Gaming Console,55000,22,Premium,3,1,48050
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,48,New,3,1,81765
P009,Apple,iPad Air M3,Tablet,65000,25,New,2,1,58740
P004,Sony,PlayStation 5,Gaming Console,55000,23,Returning,3,0,49330
P003,Apple,MacBook Air M4,Laptop,110000,38,New,1,0,103491
P008,Canon,Canon EOS R50,Camera,75000,59,New,3,1,64247
P003,Apple,MacBook Air M4,Laptop,110000,60,Premium,3,0,99322
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,43,New,1,1,137839
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,1,Premium,1,1,84937
P009,Apple,iPad Air M3,Tablet,65000,61,Returning,1,1,58980
P005,Sony,Sony WH-1000XM6,Headphones,32000,92,Premium,1,0,25869
P008,Canon,Canon EOS R50,Camera,75000,93,New,2,1,64098
P001,Apple,iPhone 16,Smartphone,80000,47,Returning,3,1,71938
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,14,New,2,0,87639
P003,Apple,MacBook Air M4,Laptop,110000,47,Returning,3,1,97545
P004,Sony,PlayStation 5,Gaming Console,55000,62,New,2,0,50437
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,59,Premium,2,0,82925
P005,Sony,Sony WH-1000XM6,Headphones,32000,44,Returning,3,1,25438
P008,Canon,Canon EOS R50,Camera,75000,90,Returning,3,1,62358
P001,Apple,iPhone 16,Smartphone,80000,98,New,1,1,72326
P004,Sony,PlayStation 5,Gaming Console,55000,48,Premium,2,1,48214
P003,Apple,MacBook Air M4,Laptop,110000,73,Premium,2,1,98130
P008,Canon,Canon EOS R50,Camera,75000,87,Returning,1,0,64900
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,38,Returning,2,0,137128
P004,Sony,PlayStation 5,Gaming Console,55000,75,Returning,1,0,50365
P006,Apple,Apple Watch Series 10,Smartwatch,50000,93,Premium,3,1,41988
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,22,Returning,3,0,136101
P009,Apple,iPad Air M3,Tablet,65000,41,Premium,2,1,57586
P008,Canon,Canon EOS R50,Camera,75000,83,New,3,1,62679
P008,Canon,Canon EOS R50,Camera,75000,49,New,3,0,65850
P004,Sony,PlayStation 5,Gaming Console,55000,40,New,1,0,50934
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,100,Premium,1,0,134265
P008,Canon,Canon EOS R50,Camera,75000,59,Premium,3,0,64860
P009,Apple,iPad Air M3,Tablet,65000,30,Premium,1,1,58030
P001,Apple,iPhone 16,Smartphone,80000,52,Premium,1,1,72819
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,35,Premium,3,0,82193
P001,Apple,iPhone 16,Smartphone,80000,58,Premium,3,0,72550
P005,Sony,Sony WH-1000XM6,Headphones,32000,95,New,3,0,25653
P008,Canon,Canon EOS R50,Camera,75000,23,New,3,1,64565
P005,Sony,Sony WH-1000XM6,Headphones,32000,12,Premium,1,0,27947
P003,Apple,MacBook Air M4,Laptop,110000,67,Returning,1,0,102033
P004,Sony,PlayStation 5,Gaming Console,55000,75,Premium,2,1,48000
P009,Apple,iPad Air M3,Tablet,65000,7,Returning,3,0,60151
P008,Canon,Canon EOS R50,Camera,75000,15,Returning,1,1,67202
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,70,Premium,1,1,81507
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,2,Premium,2,0,141037
P008,Canon,Canon EOS R50,Camera,75000,100,Premium,1,1,62500
P005,Sony,Sony WH-1000XM6,Headphones,32000,97,Returning,3,1,24964
P003,Apple,MacBook Air M4,Laptop,110000,43,Premium,2,1,98374
P005,Sony,Sony WH-1000XM6,Headphones,32000,34,Premium,1,1,25701
P009,Apple,iPad Air M3,Tablet,65000,65,Returning,3,1,56814
P003,Apple,MacBook Air M4,Laptop,110000,63,New,2,1,100107
P003,Apple,MacBook Air M4,Laptop,110000,23,New,2,1,99696
P008,Canon,Canon EOS R50,Camera,75000,44,Premium,3,0,64198
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,98,New,1,1,81713
P005,Sony,Sony WH-1000XM6,Headphones,32000,41,Premium,2,0,26441
P005,Sony,Sony WH-1000XM6,Headphones,32000,79,New,3,0,26391
P003,Apple,MacBook Air M4,Laptop,110000,25,Returning,1,0,102424
P003,Apple,MacBook Air M4,Laptop,110000,42,Premium,2,1,98198
P005,Sony,Sony WH-1000XM6,Headphones,32000,30,Returning,2,1,25799
P003,Apple,MacBook Air M4,Laptop,110000,40,Returning,3,1,98249
P006,Apple,Apple Watch Series 10,Smartwatch,50000,58,Returning,2,1,44280
P007,Dell,Dell XPS 13,Laptop,120000,1,Returning,1,1,110262
P003,Apple,MacBook Air M4,Laptop,110000,59,Returning,1,0,102013
P005,Sony,Sony WH-1000XM6,Headphones,32000,38,Returning,1,1,26177
P007,Dell,Dell XPS 13,Laptop,120000,42,Premium,3,0,105916
P004,Sony,PlayStation 5,Gaming Console,55000,80,Premium,2,1,48009
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,32,New,2,1,83114
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,61,New,3,1,134604
P008,Canon,Canon EOS R50,Camera,75000,32,Returning,3,1,63310
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,8,Premium,2,1,83650
P006,Apple,Apple Watch Series 10,Smartwatch,50000,57,Returning,1,1,44137
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,42,Premium,2,0,83044
P003,Apple,MacBook Air M4,Laptop,110000,76,Returning,3,0,100175
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,57,New,2,1,82720
P009,Apple,iPad Air M3,Tablet,65000,38,Premium,1,0,59440
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,90,Premium,3,1,78380
P006,Apple,Apple Watch Series 10,Smartwatch,50000,99,Returning,3,0,43188
P006,Apple,Apple Watch Series 10,Smartwatch,50000,60,New,2,1,44341
P004,Sony,PlayStation 5,Gaming Console,55000,87,Premium,2,1,47418
P001,Apple,iPhone 16,Smartphone,80000,18,New,3,1,75137
P007,Dell,Dell XPS 13,Laptop,120000,63,New,3,0,108434
P009,Apple,iPad Air M3,Tablet,65000,48,New,3,1,57382
P009,Apple,iPad Air M3,Tablet,65000,42,Premium,2,1,57288
P006,Apple,Apple Watch Series 10,Smartwatch,50000,82,New,3,0,44078
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,72,New,3,0,83917
P009,Apple,iPad Air M3,Tablet,65000,12,Premium,2,0,60719
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,99,Premium,2,1,78826
P008,Canon,Canon EOS R50,Camera,75000,95,New,3,1,62574
P003,Apple,MacBook Air M4,Laptop,110000,83,Premium,2,1,95740
P007,Dell,Dell XPS 13,Laptop,120000,3,Returning,3,1,107506
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,50,New,1,0,140630
P007,Dell,Dell XPS 13,Laptop,120000,20,Returning,1,1,106845
P008,Canon,Canon EOS R50,Camera,75000,84,Premium,1,1,63414
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,20,New,1,0,140615
P003,Apple,MacBook Air M4,Laptop,110000,13,New,3,0,104798
P003,Apple,MacBook Air M4,Laptop,110000,70,Returning,1,1,100491
P006,Apple,Apple Watch Series 10,Smartwatch,50000,30,Premium,1,0,44810
P003,Apple,MacBook Air M4,Laptop,110000,55,Returning,1,0,102590
P006,Apple,Apple Watch Series 10,Smartwatch,50000,4,New,2,0,47354
P007,Dell,Dell XPS 13,Laptop,120000,4,Returning,3,0,110289
P001,Apple,iPhone 16,Smartphone,80000,58,Returning,2,0,74110
P007,Dell,Dell XPS 13,Laptop,120000,76,New,1,0,110418
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,93,Premium,1,0,134674
P004,Sony,PlayStation 5,Gaming Console,55000,16,Returning,3,1,50317
P006,Apple,Apple Watch Series 10,Smartwatch,50000,54,New,1,0,46318
P009,Apple,iPad Air M3,Tablet,65000,47,Returning,2,0,59617
P008,Canon,Canon EOS R50,Camera,75000,3,New,2,1,67409
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,46,Returning,2,0,83544
P005,Sony,Sony WH-1000XM6,Headphones,32000,30,Premium,1,1,26316
P008,Canon,Canon EOS R50,Camera,75000,3,Returning,3,1,65546
P003,Apple,MacBook Air M4,Laptop,110000,32,New,3,0,100831
P009,Apple,iPad Air M3,Tablet,65000,20,New,3,1,58130
P001,Apple,iPhone 16,Smartphone,80000,8,Premium,1,1,75080
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,54,New,2,0,138878
P009,Apple,iPad Air M3,Tablet,65000,20,Premium,3,0,57723
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,21,New,2,0,84363
P007,Dell,Dell XPS 13,Laptop,120000,81,Returning,2,1,102729
P001,Apple,iPhone 16,Smartphone,80000,43,New,2,0,75452
P003,Apple,MacBook Air M4,Laptop,110000,53,New,3,1,99280
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,93,Premium,1,0,134002
P001,Apple,iPhone 16,Smartphone,80000,45,New,1,1,73967
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,61,Returning,2,1,81337
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,82,New,2,1,132780
P005,Sony,Sony WH-1000XM6,Headphones,32000,17,Returning,3,1,27039
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,86,Premium,1,1,131204
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,26,New,1,0,141124
P003,Apple,MacBook Air M4,Laptop,110000,29,Premium,1,0,101434
P007,Dell,Dell XPS 13,Laptop,120000,37,Premium,1,0,107731
P005,Sony,Sony WH-1000XM6,Headphones,32000,24,Premium,3,1,25116
P008,Canon,Canon EOS R50,Camera,75000,86,Premium,3,1,61778
P003,Apple,MacBook Air M4,Laptop,110000,42,Returning,2,0,101293
P001,Apple,iPhone 16,Smartphone,80000,96,Returning,3,0,72313
P004,Sony,PlayStation 5,Gaming Console,55000,24,New,1,0,51505
P004,Sony,PlayStation 5,Gaming Console,55000,21,Returning,2,0,50135
P008,Canon,Canon EOS R50,Camera,75000,62,Returning,1,1,65212
P004,Sony,PlayStation 5,Gaming Console,55000,59,Premium,2,1,48020
P005,Sony,Sony WH-1000XM6,Headphones,32000,84,Premium,2,1,25373
P003,Apple,MacBook Air M4,Laptop,110000,33,Returning,2,1,99179
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,86,Returning,3,1,78414
P006,Apple,Apple Watch Series 10,Smartwatch,50000,55,Premium,1,0,44596
P004,Sony,PlayStation 5,Gaming Console,55000,59,New,1,1,49679
P006,Apple,Apple Watch Series 10,Smartwatch,50000,40,Returning,2,0,45489
P009,Apple,iPad Air M3,Tablet,65000,24,Returning,3,0,58145
P004,Sony,PlayStation 5,Gaming Console,55000,100,New,1,1,48988
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,100,New,3,0,134719
P009,Apple,iPad Air M3,Tablet,65000,47,Premium,1,0,59033
P003,Apple,MacBook Air M4,Laptop,110000,13,Premium,1,0,104863
P003,Apple,MacBook Air M4,Laptop,110000,70,Premium,2,0,99885
P001,Apple,iPhone 16,Smartphone,80000,52,Returning,2,1,73215
P008,Canon,Canon EOS R50,Camera,75000,60,Returning,1,1,64750
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,33,Premium,3,1,79513
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,77,New,1,1,137243
P003,Apple,MacBook Air M4,Laptop,110000,62,New,1,1,101505
P003,Apple,MacBook Air M4,Laptop,110000,83,Returning,2,0,98754
P006,Apple,Apple Watch Series 10,Smartwatch,50000,10,New,2,0,47414
P007,Dell,Dell XPS 13,Laptop,120000,16,Premium,3,0,108910
P008,Canon,Canon EOS R50,Camera,75000,19,Premium,2,1,65511
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,67,Returning,3,0,82940
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,61,New,3,1,134205
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,70,Premium,3,1,79457
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,97,Premium,2,1,79322
P001,Apple,iPhone 16,Smartphone,80000,49,Returning,1,1,73536
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,22,Premium,3,1,131476
P005,Sony,Sony WH-1000XM6,Headphones,32000,29,Premium,1,0,26809
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,77,Returning,1,1,136356
P007,Dell,Dell XPS 13,Laptop,120000,54,New,3,0,108385
P005,Sony,Sony WH-1000XM6,Headphones,32000,93,Premium,2,1,25115
P009,Apple,iPad Air M3,Tablet,65000,43,Returning,3,1,57065
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,2,New,3,1,84298
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,64,New,3,1,134581
P005,Sony,Sony WH-1000XM6,Headphones,32000,14,Premium,2,1,26681
P009,Apple,iPad Air M3,Tablet,65000,86,Returning,1,0,58604
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,74,New,1,0,85369
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,87,Premium,3,1,128334
P007,Dell,Dell XPS 13,Laptop,120000,92,Premium,1,1,103362
P008,Canon,Canon EOS R50,Camera,75000,59,Premium,3,0,64962
P007,Dell,Dell XPS 13,Laptop,120000,81,Premium,2,0,104121
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,24,New,3,1,134001
P005,Sony,Sony WH-1000XM6,Headphones,32000,53,New,3,1,26289
P005,Sony,Sony WH-1000XM6,Headphones,32000,46,Premium,2,1,26096
P004,Sony,PlayStation 5,Gaming Console,55000,36,Returning,1,1,49469
P005,Sony,Sony WH-1000XM6,Headphones,32000,99,New,1,1,26178
P007,Dell,Dell XPS 13,Laptop,120000,97,Returning,1,1,104777
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,43,Returning,3,0,82474
P005,Sony,Sony WH-1000XM6,Headphones,32000,13,Premium,1,1,26700
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,64,Premium,1,1,134107
P005,Sony,Sony WH-1000XM6,Headphones,32000,91,Returning,2,1,25605
P008,Canon,Canon EOS R50,Camera,75000,47,New,1,1,65516
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,25,Premium,2,1,81024
P009,Apple,iPad Air M3,Tablet,65000,69,New,2,0,59503
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,12,Premium,3,1,83022
P005,Sony,Sony WH-1000XM6,Headphones,32000,19,Premium,2,1,26466
P003,Apple,MacBook Air M4,Laptop,110000,50,New,3,1,99128
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,11,Returning,1,1,141145
P001,Apple,iPhone 16,Smartphone,80000,32,Premium,1,1,72326
P008,Canon,Canon EOS R50,Camera,75000,29,Premium,1,0,66396
P004,Sony,PlayStation 5,Gaming Console,55000,57,Premium,1,0,49562
P005,Sony,Sony WH-1000XM6,Headphones,32000,32,New,3,1,26278
P008,Canon,Canon EOS R50,Camera,75000,54,Premium,3,0,64422
P003,Apple,MacBook Air M4,Laptop,110000,67,Premium,2,1,98164
P005,Sony,Sony WH-1000XM6,Headphones,32000,91,Returning,2,1,25159
P006,Apple,Apple Watch Series 10,Smartwatch,50000,31,Returning,3,1,43078
P003,Apple,MacBook Air M4,Laptop,110000,42,Premium,1,0,100798
P009,Apple,iPad Air M3,Tablet,65000,91,Returning,3,1,55507
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,30,Premium,2,0,135976
P005,Sony,Sony WH-1000XM6,Headphones,32000,74,New,2,1,26249
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,56,New,1,0,140873
P008,Canon,Canon EOS R50,Camera,75000,72,Premium,1,1,64488
P003,Apple,MacBook Air M4,Laptop,110000,9,Premium,2,0,103877
P005,Sony,Sony WH-1000XM6,Headphones,32000,73,Returning,3,0,26470
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,63,Returning,3,0,135905
P004,Sony,PlayStation 5,Gaming Console,55000,85,Returning,2,1,47688
P004,Sony,PlayStation 5,Gaming Console,55000,73,Premium,2,0,49784
P009,Apple,iPad Air M3,Tablet,65000,88,Premium,2,0,57694
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,7,Premium,2,0,141093
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,79,New,3,1,81947
P003,Apple,MacBook Air M4,Laptop,110000,94,New,1,0,101555
P003,Apple,MacBook Air M4,Laptop,110000,4,Premium,2,0,103239
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,13,Returning,3,1,83924
P007,Dell,Dell XPS 13,Laptop,120000,49,Premium,2,0,107167
P006,Apple,Apple Watch Series 10,Smartwatch,50000,24,New,2,1,44181
P007,Dell,Dell XPS 13,Laptop,120000,33,Returning,1,0,108966
P007,Dell,Dell XPS 13,Laptop,120000,26,New,2,0,109047
P008,Canon,Canon EOS R50,Camera,75000,97,New,3,1,62520
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,8,Premium,1,1,138797
P003,Apple,MacBook Air M4,Laptop,110000,1,Premium,1,0,104334
P007,Dell,Dell XPS 13,Laptop,120000,40,New,3,1,105979
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,23,New,3,1,81386
P009,Apple,iPad Air M3,Tablet,65000,28,Returning,1,0,59914
P006,Apple,Apple Watch Series 10,Smartwatch,50000,74,New,2,0,45519
P003,Apple,MacBook Air M4,Laptop,110000,57,New,3,0,101657
P009,Apple,iPad Air M3,Tablet,65000,16,Returning,2,0,60957
P003,Apple,MacBook Air M4,Laptop,110000,76,Premium,1,0,101209
P004,Sony,PlayStation 5,Gaming Console,55000,78,New,3,1,49410
P008,Canon,Canon EOS R50,Camera,75000,85,Premium,2,1,62716
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,86,Premium,1,1,79552
P006,Apple,Apple Watch Series 10,Smartwatch,50000,19,New,2,0,47313
P007,Dell,Dell XPS 13,Laptop,120000,6,Returning,1,1,110730
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,13,Premium,1,1,139633
P009,Apple,iPad Air M3,Tablet,65000,73,Premium,3,1,56825
P009,Apple,iPad Air M3,Tablet,65000,83,New,2,1,56838
P008,Canon,Canon EOS R50,Camera,75000,98,New,2,1,63663
P007,Dell,Dell XPS 13,Laptop,120000,49,New,2,0,109203
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,42,Premium,2,1,80563
P008,Canon,Canon EOS R50,Camera,75000,99,Returning,3,0,63790
P001,Apple,iPhone 16,Smartphone,80000,25,New,2,0,75356
P006,Apple,Apple Watch Series 10,Smartwatch,50000,95,New,3,0,43548
P005,Sony,Sony WH-1000XM6,Headphones,32000,50,New,2,0,27223
P007,Dell,Dell XPS 13,Laptop,120000,95,Premium,3,0,103220
P006,Apple,Apple Watch Series 10,Smartwatch,50000,88,Premium,1,0,43601
P008,Canon,Canon EOS R50,Camera,75000,24,New,3,1,64074
P004,Sony,PlayStation 5,Gaming Console,55000,64,New,3,0,49596
P007,Dell,Dell XPS 13,Laptop,120000,27,Premium,1,1,105104
P004,Sony,PlayStation 5,Gaming Console,55000,85,Returning,1,1,48746
P004,Sony,PlayStation 5,Gaming Console,55000,48,Returning,1,0,50245
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,32,Premium,3,1,131603
P007,Dell,Dell XPS 13,Laptop,120000,88,Premium,3,1,100509
P005,Sony,Sony WH-1000XM6,Headphones,32000,53,Premium,1,1,26263
P007,Dell,Dell XPS 13,Laptop,120000,49,Returning,1,1,106559
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,2,Premium,3,1,135542
P008,Canon,Canon EOS R50,Camera,75000,17,Premium,3,0,66322
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,15,New,2,0,87087
P009,Apple,iPad Air M3,Tablet,65000,42,New,3,1,58328
P007,Dell,Dell XPS 13,Laptop,120000,37,Premium,2,1,104776
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,34,New,1,1,137942
P004,Sony,PlayStation 5,Gaming Console,55000,12,Premium,2,0,50780
P009,Apple,iPad Air M3,Tablet,65000,5,Returning,2,0,60714
P004,Sony,PlayStation 5,Gaming Console,55000,5,Returning,1,0,52530
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,31,Returning,3,1,80698
P003,Apple,MacBook Air M4,Laptop,110000,57,Premium,1,0,101486
P004,Sony,PlayStation 5,Gaming Console,55000,93,Returning,1,0,49971
P003,Apple,MacBook Air M4,Laptop,110000,44,Returning,1,1,100073
P004,Sony,PlayStation 5,Gaming Console,55000,83,New,2,1,48056
P005,Sony,Sony WH-1000XM6,Headphones,32000,65,New,1,0,27342
P004,Sony,PlayStation 5,Gaming Console,55000,43,Premium,3,1,47375
P008,Canon,Canon EOS R50,Camera,75000,9,New,3,1,66820
P003,Apple,MacBook Air M4,Laptop,110000,19,Premium,2,0,103014
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,53,Premium,3,0,81833
P003,Apple,MacBook Air M4,Laptop,110000,93,Returning,2,0,98646
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,88,New,1,1,81203
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,8,Returning,3,0,141177
P004,Sony,PlayStation 5,Gaming Console,55000,98,Premium,1,0,48470
P008,Canon,Canon EOS R50,Camera,75000,74,Premium,2,1,63952
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,50,Returning,3,0,136199
P008,Canon,Canon EOS R50,Camera,75000,79,Returning,2,1,64490
P003,Apple,MacBook Air M4,Laptop,110000,59,Premium,2,0,99747
P005,Sony,Sony WH-1000XM6,Headphones,32000,82,Premium,1,1,25043
P003,Apple,MacBook Air M4,Laptop,110000,48,Premium,1,1,99324
P005,Sony,Sony WH-1000XM6,Headphones,32000,19,New,2,1,27427
P009,Apple,iPad Air M3,Tablet,65000,30,Returning,1,1,58213
P007,Dell,Dell XPS 13,Laptop,120000,54,Returning,2,1,105554
P007,Dell,Dell XPS 13,Laptop,120000,60,Returning,2,1,105781
P007,Dell,Dell XPS 13,Laptop,120000,18,Premium,3,0,108951
P004,Sony,PlayStation 5,Gaming Console,55000,92,New,3,0,49420
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,47,Returning,3,1,132683
P005,Sony,Sony WH-1000XM6,Headphones,32000,28,Returning,1,1,25851
P009,Apple,iPad Air M3,Tablet,65000,84,Returning,2,1,56102
P004,Sony,PlayStation 5,Gaming Console,55000,28,Returning,3,0,49675
P007,Dell,Dell XPS 13,Laptop,120000,67,Returning,1,1,106324
P004,Sony,PlayStation 5,Gaming Console,55000,50,Premium,3,0,48729
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,99,New,3,1,131288
P004,Sony,PlayStation 5,Gaming Console,55000,20,Returning,2,1,48701
P003,Apple,MacBook Air M4,Laptop,110000,98,Returning,2,0,99192
P002,Samsung,Samsung Galaxy S25 Ultra,Smartphone,95000,9,New,1,0,88792
P001,Apple,iPhone 16,Smartphone,80000,43,New,2,1,73307
P003,Apple,MacBook Air M4,Laptop,110000,28,Returning,1,1,100238
P006,Apple,Apple Watch Series 10,Smartwatch,50000,75,Returning,2,1,44220
P003,Apple,MacBook Air M4,Laptop,110000,38,Returning,1,0,102722
P003,Apple,MacBook Air M4,Laptop,110000,21,Returning,1,1,99762
P009,Apple,iPad Air M3,Tablet,65000,71,Premium,2,1,57406
P004,Sony,PlayStation 5,Gaming Console,55000,15,Premium,1,1,50199
P001,Apple,iPhone 16,Smartphone,80000,18,Returning,2,1,75188
P003,Apple,MacBook Air M4,Laptop,110000,99,New,3,1,97253
P008,Canon,Canon EOS R50,Camera,75000,75,Premium,1,1,64915
P001,Apple,iPhone 16,Smartphone,80000,63,Premium,3,1,71606
P006,Apple,Apple Watch Series 10,Smartwatch,50000,11,Returning,1,0,46638
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,39,Premium,2,0,135613
P004,Sony,PlayStation 5,Gaming Console,55000,82,Returning,2,0,48813
P010,ASUS,ASUS ROG Zephyrus G16,Laptop,160000,64,New,3,1,134073
